iso3c,country_name,year,has_any_quota,quota_strength_ordinal,quota_voluntary_party,quota_legislated_candidate,quota_reserved_seats,quota_temporal_basis,quota_source_file,quota_match_status,quota_notes
ARE,United Arab Emirates,2009,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2010,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2011,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2012,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2013,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2014,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2015,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2016,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2017,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2018,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2019,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2020,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2021,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2022,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2023,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARE,United Arab Emirates,2024,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
ARG,Argentina,1990,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1991,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1992,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1993,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1994,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1995,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1996,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1997,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1998,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,1999,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2000,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2001,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2002,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2003,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2004,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2005,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2006,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2007,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2008,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2009,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2010,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2011,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2012,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2013,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2014,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2015,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2016,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2017,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2018,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2019,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2020,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2021,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2022,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2023,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARG,Argentina,2024,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1990,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1991,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1992,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1993,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1994,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1995,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1996,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1997,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1998,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,1999,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2000,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2001,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2002,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2003,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2004,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2005,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2006,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2007,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2008,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2009,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2010,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2011,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2012,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2013,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2014,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2015,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2016,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2017,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2018,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2019,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2020,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2021,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2022,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2023,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
ARM,Armenia,2024,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
AUS,Australia,1990,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
